loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,verification_status,loan_writeoff,purpose,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_bal,total_pymnt
8000,8000, 36 months,0.194,294.95,E,E3,MORTGAGE,50000,Source Verified,0,home_improvement,331xx,FL,17.54,0,0,1,26044,10628.06
12000,12000, 36 months,0.135,407.17,C,C1,MORTGAGE,47000,Source Verified,0,debt_consolidation,191xx,PA,12.87,0,0,0,16265,14657.91765
20000,19675, 60 months,0.117,441.97,B,B3,MORTGAGE,45000,Verified,0,debt_consolidation,254xx,WV,6.11,0,0,0,7158,26517.67962
3000,3000, 36 months,0.066,92.12,A,A2,RENT,22800,Source Verified,0,medical,064xx,CT,24.95,0,1,0,1923,3315.960887
10000,10000, 36 months,0.16,351.38,C,C5,MORTGAGE,80000,Verified,1,home_improvement,945xx,CA,24.22,0,1,0,31162,9596.81
8000,8000, 36 months,0.147,275.96,C,C3,RENT,30188.4,Verified,0,debt_consolidation,342xx,FL,24.49,0,1,0,3004,9456.50719
14000,14000, 36 months,0.099,451.15,B,B1,MORTGAGE,103000,Source Verified,0,home_improvement,481xx,MI,12.97,0,1,0,19747,15028.82669
22000,21975, 60 months,0.168,544.04,D,D2,RENT,57000,Verified,0,debt_consolidation,083xx,NJ,21.81,0,3,0,28237,27697.16629
16000,16000, 36 months,0.143,548.95,C,C2,RENT,85000,Not Verified,0,debt_consolidation,088xx,NJ,16.09,0,0,0,20943,19402.93328
4500,4250, 36 months,0.107,146.58,B,B2,MORTGAGE,64800,Source Verified,0,car,532xx,WI,8.26,0,0,0,14934,5276.858261
8000,8000, 36 months,0.066,245.63,A,A2,MORTGAGE,70000,Not Verified,0,home_improvement,109xx,NY,7.77,0,3,0,0,8770.372204
5000,5000, 36 months,0.209,188.1,F,F1,RENT,106300,Source Verified,0,debt_consolidation,112xx,NY,19.53,0,1,0,26267,6742.59405
15000,15000, 36 months,0.143,514.64,C,C2,MORTGAGE,31200,Verified,0,debt_consolidation,210xx,MD,5.54,0,0,0,2373,18262.98284
35000,34972.12183, 60 months,0.143,819.3,C,C2,MORTGAGE,98000,Verified,0,credit_card,613xx,IL,17.72,0,1,0,59189,47359.13995
16000,15825, 36 months,0.06,486.97,A,A1,RENT,35000,Not Verified,0,debt_consolidation,191xx,PA,23.52,0,0,0,2976,17314.94401
14400,14400, 36 months,0.143,494.05,C,C2,OWN,94104,Source Verified,0,wedding,570xx,SD,9.86,1,2,0,3718,17785.72612
35000,35000, 36 months,0.089,1111.37,A,A5,OWN,277000,Source Verified,0,other,234xx,VA,3.3,0,0,0,6888,40009.00825
17000,17000, 36 months,0.099,547.83,B,B1,MORTGAGE,65000,Verified,0,debt_consolidation,280xx,NC,19.99,0,1,0,21884,19721.63534
15000,15000, 60 months,0.153,358.98,C,C4,MORTGAGE,64000,Not Verified,0,debt_consolidation,170xx,PA,19.69,0,1,0,14566,20973.09004
5600,5600, 36 months,0.079,175.23,A,A4,RENT,36000,Not Verified,0,debt_consolidation,290xx,SC,12.32,0,0,0,7634,6054.956947
9000,9000, 36 months,0.16,316.24,C,C5,RENT,54000,Not Verified,0,debt_consolidation,920xx,CA,8.27,0,1,0,7962,11400.49461
9000,9000, 36 months,0.124,300.74,B,B4,MORTGAGE,48000,Not Verified,0,credit_card,631xx,MO,18.73,0,1,0,11891,10161.59321
8800,8800, 36 months,0.117,291.07,B,B3,RENT,42000,Not Verified,0,debt_consolidation,553xx,MN,19.6,0,1,0,11057,10299.38375
8000,8000, 36 months,0.183,290.23,D,D5,RENT,45000,Verified,0,debt_consolidation,900xx,CA,6.27,0,0,0,6478,10329.84209
10000,9750, 36 months,0.117,330.76,B,B3,RENT,38000,Source Verified,0,credit_card,900xx,CA,19.48,0,0,0,16719,11907.34732
12000,11750, 60 months,0.089,248.52,A,A5,MORTGAGE,39996,Source Verified,1,debt_consolidation,294xx,SC,5.52,0,0,0,6685,3796.07
5000,5000, 36 months,0.107,162.87,B,B2,MORTGAGE,36000,Not Verified,0,debt_consolidation,275xx,NC,16.6,0,2,1,212,5863.155187
16000,16000, 36 months,0.173,572.6,D,D3,RENT,74999,Not Verified,0,credit_card,920xx,CA,19.36,0,0,0,17630,19701.22184
1925,1925, 36 months,0.099,62.04,B,B1,OWN,69600,Not Verified,0,other,980xx,WA,4.79,0,2,1,13846,2000.673993
20000,19975, 60 months,0.16,485.94,C,C5,RENT,80856,Verified,0,debt_consolidation,981xx,WA,11.92,0,1,0,15107,29156.06
4200,4200, 60 months,0.209,113.37,F,F1,MORTGAGE,78000,Not Verified,0,debt_consolidation,216xx,MD,14.91,0,0,1,850,6772.480005
15000,15000, 36 months,0.075,466.67,A,A3,MORTGAGE,65004,Not Verified,0,other,657xx,MO,0,0,0,0,0,16214.56551
5200,5200, 36 months,0.135,176.44,C,C1,RENT,45000,Source Verified,0,wedding,327xx,FL,16.77,0,1,0,16965,6062.288467
16000,16000, 36 months,0.153,556.77,C,C4,RENT,110000,Not Verified,0,credit_card,100xx,NY,6.59,0,2,0,16149,19699.85633
2700,2575, 36 months,0.127,90.58,B,B5,RENT,15000,Verified,0,debt_consolidation,902xx,CA,20.64,0,0,0,7003,3260.490045
4500,4500, 36 months,0.117,148.85,B,B3,MORTGAGE,40000,Verified,1,debt_consolidation,919xx,CA,15.87,0,0,0,11963,538.71
2100,2100, 36 months,0.06,63.92,A,A1,MORTGAGE,40000,Not Verified,0,renewable_energy,490xx,MI,1.2,0,0,0,5371,2217.499811
1000,1000, 36 months,0.127,33.55,B,B5,MORTGAGE,70000,Verified,0,other,618xx,IL,17.13,1,2,1,9542,1151.040047
4000,4000, 60 months,0.203,106.65,E,E5,OWN,55000,Source Verified,0,home_improvement,988xx,WA,4.67,0,1,0,5343,6190.84
13000,12800, 36 months,0.079,406.78,A,A4,MORTGAGE,42000,Verified,0,debt_consolidation,424xx,KY,28.31,0,0,0,13764,14588.55487
28000,27975, 60 months,0.186,720.81,E,E1,MORTGAGE,140000,Verified,0,other,209xx,MD,17.76,0,1,0,64370,43004.89082
22400,22350, 60 months,0.183,571.87,D,D5,MORTGAGE,51000,Verified,0,debt_consolidation,560xx,MN,16,0,2,0,8127,34252.89996
16000,16000, 36 months,0.06,486.97,A,A1,MORTGAGE,150000,Verified,0,medical,774xx,TX,9.94,0,0,0,4226,17530.86166
30500,30372.12183, 60 months,0.143,713.96,C,C2,MORTGAGE,125000,Verified,0,debt_consolidation,206xx,MD,17.2,0,0,0,33644,42848.77994
3000,2875, 36 months,0.089,95.26,A,A5,MORTGAGE,43200,Verified,0,major_purchase,990xx,WA,17.78,0,0,0,18990,3430.041168
30000,30000, 36 months,0.099,966.75,B,B1,RENT,220000,Verified,0,small_business,787xx,TX,9.4,0,2,0,850,34802.93641
20000,19975, 60 months,0.127,451.9,B,B5,MORTGAGE,85000,Verified,0,debt_consolidation,548xx,WI,5.9,0,3,0,9130,24734.29945
4900,4900, 36 months,0.06,149.14,A,A1,MORTGAGE,42000,Source Verified,0,car,630xx,MO,12.49,0,2,0,4894,5368.808148
12000,12000, 60 months,0.176,301.99,D,D4,MORTGAGE,75000,Source Verified,1,debt_consolidation,346xx,FL,19.41,0,3,0,4707,6120.88
20000,20000, 60 months,0.143,468.17,C,C2,RENT,120000,Source Verified,0,debt_consolidation,841xx,UT,24.5,0,0,0,43366,28119.05166
7000,7000, 36 months,0.16,245.97,C,C5,RENT,39000,Not Verified,0,debt_consolidation,549xx,WI,11.94,0,3,1,2173,8544.689642
3600,3600, 36 months,0.117,119.08,B,B3,RENT,52000,Not Verified,0,debt_consolidation,342xx,FL,18.07,0,1,0,8814,3767.42002
13200,13175, 60 months,0.135,303.67,C,C1,RENT,42996,Verified,0,other,852xx,AZ,4.63,0,0,0,4051,18219.51719
6000,6000, 36 months,0.153,208.79,C,C4,RENT,20400,Source Verified,0,home_improvement,952xx,CA,1.82,0,1,0,891,7516.266376
35000,35000, 36 months,0.079,1095.16,A,A4,MORTGAGE,408000,Verified,0,home_improvement,957xx,CA,9.93,0,0,0,33167,39322.49746
7000,7000, 36 months,0.099,225.58,B,B1,RENT,37440,Not Verified,0,debt_consolidation,335xx,FL,19.42,0,2,0,12109,8002.484659
35000,34925, 36 months,0.107,1140.07,B,B2,MORTGAGE,160000,Verified,0,debt_consolidation,117xx,NY,9.91,0,1,0,31891,41042.21022
21600,21600, 60 months,0.168,534.15,D,D2,MORTGAGE,75000,Source Verified,0,debt_consolidation,067xx,CT,10.46,0,0,0,12828,32048.81289
7000,7000, 36 months,0.079,219.04,A,A4,RENT,39000,Not Verified,1,credit_card,113xx,NY,15.48,0,0,0,8357,2073.47
10500,10500, 36 months,0.16,368.95,C,C5,OWN,45000,Verified,1,home_improvement,021xx,MA,21.28,1,2,0,7795,11806.4
15575,15575, 36 months,0.143,534.37,C,C2,RENT,66000,Verified,0,debt_consolidation,103xx,NY,23.11,0,1,0,51377,16118.15778
14000,13975, 60 months,0.168,346.21,D,D2,MORTGAGE,108000,Not Verified,0,debt_consolidation,530xx,WI,18.39,0,0,0,39034,20772.33002
16000,16000, 36 months,0.079,500.65,A,A4,RENT,35500,Verified,0,small_business,997xx,AK,6.59,0,0,0,3871,17812.41036
3000,3000, 36 months,0.127,100.64,B,B5,RENT,42000,Not Verified,0,debt_consolidation,212xx,MD,21.11,0,0,1,3343,3622.800206
7200,7200, 36 months,0.19,264.04,E,E2,RENT,35000,Not Verified,1,debt_consolidation,337xx,FL,16.7,0,3,0,4040,8591.47
3200,3200, 36 months,0.124,106.93,B,B4,RENT,38000,Not Verified,0,debt_consolidation,440xx,OH,16.58,0,1,0,4292,3849.430345
30000,29897.50393, 60 months,0.194,785.17,E,E3,OWN,150000,Verified,0,debt_consolidation,115xx,NY,14.11,0,0,0,49132,45179.17995
15600,15350, 36 months,0.117,515.99,B,B3,MORTGAGE,70000,Source Verified,0,debt_consolidation,333xx,FL,16.65,0,0,0,31929,18575.43152
5600,5600, 60 months,0.153,134.02,C,C4,MORTGAGE,51600,Not Verified,1,car,601xx,IL,12.56,0,1,0,9731,6153.42
3000,3000, 36 months,0.117,99.23,B,B3,RENT,37000,Source Verified,0,major_purchase,303xx,GA,16.8,0,0,0,413,3572.190424
18000,17900, 36 months,0.079,563.23,A,A4,OWN,55000,Verified,0,debt_consolidation,146xx,NY,12.92,0,1,0,38956,19050.99725
7200,7200, 36 months,0.117,238.15,B,B3,RENT,30000,Not Verified,0,debt_consolidation,606xx,IL,11.8,0,1,0,11571,8573.270787
16000,16000, 60 months,0.168,395.67,D,D2,MORTGAGE,120000,Not Verified,0,debt_consolidation,967xx,HI,16.44,0,0,0,48482,23739.76
3000,3000, 36 months,0.127,100.64,B,B5,MORTGAGE,39192,Verified,1,other,450xx,OH,22.23,0,1,0,24123,2717.28
24000,23975, 60 months,0.19,622.97,E,E2,MORTGAGE,65000,Verified,0,debt_consolidation,282xx,NC,22.58,1,0,0,13066,29277.25607
6000,6000, 36 months,0.06,182.62,A,A1,OWN,50000,Not Verified,0,home_improvement,794xx,TX,10.27,0,0,0,6087,6388.385885
15000,14750, 60 months,0.183,382.95,D,D5,MORTGAGE,45000,Source Verified,0,credit_card,295xx,SC,14.35,0,0,0,14560,17373.78178
25000,25000, 36 months,0.124,835.39,B,B4,MORTGAGE,162480,Verified,0,debt_consolidation,846xx,UT,18.46,0,0,0,40756,29897.02583
10000,10000, 36 months,0.06,304.36,A,A1,MORTGAGE,60000,Source Verified,0,major_purchase,494xx,MI,1.7,0,0,0,4407,10105.12281
15000,15000, 36 months,0.066,460.56,A,A2,MORTGAGE,36000,Source Verified,0,renewable_energy,926xx,CA,2.8,0,0,0,4150,15535.10455
5000,4900, 60 months,0.199,132.22,E,E4,MORTGAGE,97008,Verified,0,other,275xx,NC,24.76,0,1,0,33573,7933.114343
30000,29900, 36 months,0.066,921.11,A,A2,RENT,89028,Verified,0,debt_consolidation,200xx,DC,18.65,0,0,0,15300,31932.91095
5000,5000, 36 months,0.124,167.08,B,B4,RENT,22000,Verified,0,debt_consolidation,454xx,OH,7.58,0,1,0,7493,5939.781563
7500,7500, 36 months,0.168,266.54,D,D2,RENT,120000,Verified,0,debt_consolidation,913xx,CA,12.84,0,0,0,37910,9610.593327
35000,33301.31741, 60 months,0.124,786.01,B,B4,MORTGAGE,64620,Verified,0,debt_consolidation,225xx,VA,10.05,0,0,0,15116,46688.58998
16800,16800, 36 months,0.06,511.32,A,A1,MORTGAGE,75000,Not Verified,0,debt_consolidation,027xx,MA,12.5,0,1,0,13325,17982.7058
35000,34647.35245, 60 months,0.173,874.93,D,D3,MORTGAGE,97936,Verified,1,debt_consolidation,221xx,VA,23.84,0,0,0,32185,11374.09
1800,1800, 36 months,0.075,56,A,A3,MORTGAGE,58000,Not Verified,0,car,424xx,KY,26.92,0,0,0,10141,2012.517528
16000,16000, 36 months,0.173,572.6,D,D3,RENT,63336,Source Verified,0,debt_consolidation,802xx,CO,17.24,0,1,0,14619,20493.84826
3000,3000, 36 months,0.124,100.25,B,B4,RENT,90000,Not Verified,0,other,070xx,NJ,6.25,0,1,0,13300,3608.817963
5000,5000, 36 months,0.066,153.52,A,A2,MORTGAGE,40000,Not Verified,0,other,276xx,NC,9.24,0,1,0,8867,5526.650852
24000,23947.15122, 60 months,0.147,566.56,C,C3,MORTGAGE,64480,Verified,1,debt_consolidation,492xx,MI,21.85,0,6,0,8246,6330.36
13000,13000, 36 months,0.089,412.8,A,A5,RENT,25000,Source Verified,0,debt_consolidation,995xx,AK,14.59,0,1,0,11338,14860.46115
4000,4000, 36 months,0.135,135.73,C,C1,MORTGAGE,30000,Verified,0,other,482xx,MI,24.04,0,3,0,909,4871.012633
25000,24972.4789, 60 months,0.19,648.93,E,E2,RENT,150000,Verified,0,debt_consolidation,021xx,MA,11,0,3,0,14959,36019.88479
15000,15000, 36 months,0.079,469.36,A,A4,MORTGAGE,85000,Not Verified,0,debt_consolidation,553xx,MN,12.72,0,1,0,10978,15367.07381
35000,34700, 36 months,0.079,1095.16,A,A4,RENT,120000,Verified,0,other,024xx,MA,0.94,0,0,0,1486,36385.6485
10000,10000, 36 months,0.124,334.16,B,B4,MORTGAGE,56000,Verified,0,debt_consolidation,060xx,CT,12.58,0,1,0,18724,10584.77638
10000,10000, 36 months,0.117,330.76,B,B3,RENT,73000,Verified,0,debt_consolidation,107xx,NY,6.87,0,0,0,9020,11442.76676
14400,14400, 36 months,0.107,469.06,B,B2,RENT,45000,Not Verified,0,credit_card,070xx,NJ,9.44,0,1,0,14582,15471.33453
35000,34788.44707, 60 months,0.235,997.16,G,G3,RENT,108600,Verified,1,debt_consolidation,532xx,WI,21.2,0,2,0,50427,9836.43
6075,6075, 36 months,0.124,203,B,B4,RENT,12000,Verified,1,wedding,316xx,GA,7.4,0,2,0,2556,4872
8000,8000, 36 months,0.066,245.63,A,A2,RENT,62400,Not Verified,0,home_improvement,112xx,NY,1.12,0,0,0,1519,8861.3
20000,19775, 60 months,0.173,499.96,D,D3,RENT,57000,Verified,0,debt_consolidation,917xx,CA,22.86,0,1,0,6396,26563.92704
35000,34775, 36 months,0.079,1095.16,A,A4,MORTGAGE,125000,Verified,0,debt_consolidation,633xx,MO,11.79,0,0,0,44017,39425.71504
17400,17400, 60 months,0.183,444.22,D,D5,RENT,48000,Source Verified,1,debt_consolidation,100xx,NY,3.8,0,1,0,8802,13233.91
16000,16000, 60 months,0.176,402.65,D,D4,RENT,32000,Source Verified,0,debt_consolidation,070xx,NJ,16.73,1,1,0,15793,24158.81319
1600,1600, 36 months,0.124,53.47,B,B4,RENT,53616,Source Verified,0,other,080xx,NJ,12.11,1,3,0,2782,1924.678396
12800,12800, 60 months,0.089,265.09,A,A5,MORTGAGE,50400,Source Verified,0,debt_consolidation,891xx,NV,19.9,0,0,0,6352,15905.12
7750,7750, 36 months,0.066,237.96,A,A2,MORTGAGE,70000,Not Verified,0,car,481xx,MI,20.38,0,1,0,19066,8566.29401
18000,18000, 60 months,0.221,497.76,F,F4,OWN,49989,Source Verified,1,debt_consolidation,291xx,SC,16.18,0,2,0,12340,12435.03
5700,5700, 60 months,0.235,162.4,G,G3,MORTGAGE,95000,Source Verified,0,small_business,985xx,WA,5.66,0,0,0,9699,9593.289993
12000,12000, 60 months,0.153,287.19,C,C4,RENT,52000,Not Verified,0,credit_card,222xx,VA,16.85,0,1,0,17997,16895.12998
6000,6000, 36 months,0.135,203.59,C,C1,RENT,31200,Source Verified,0,debt_consolidation,761xx,TX,5.08,0,1,0,1456,7182.753313
3000,3000, 36 months,0.135,101.8,C,C1,MORTGAGE,130000,Source Verified,0,medical,604xx,IL,5.65,0,1,1,8537,3664.418853
5600,5600, 36 months,0.079,175.23,A,A4,MORTGAGE,36000,Source Verified,0,debt_consolidation,667xx,KS,10.43,0,1,0,9991,5923.202756
8000,8000, 36 months,0.147,275.96,C,C3,RENT,33000,Source Verified,1,debt_consolidation,871xx,NM,18.36,1,2,1,3017,7726.88
30000,30000, 36 months,0.168,1066.16,D,D2,MORTGAGE,100000,Verified,0,home_improvement,941xx,CA,9.49,0,1,0,13252,33436.95649
20000,20000, 36 months,0.135,678.61,C,C1,MORTGAGE,85000,Verified,0,debt_consolidation,245xx,VA,16.04,0,0,0,36609,24384.98913
10000,9750, 60 months,0.099,212.03,B,B1,MORTGAGE,60000,Source Verified,0,home_improvement,950xx,CA,6.46,0,0,0,1914,10850.36
24000,24000, 36 months,0.099,773.4,B,B1,MORTGAGE,50400,Verified,0,credit_card,761xx,TX,19.36,0,0,0,25942,27436.42431
10800,10800, 60 months,0.203,287.94,E,E5,MORTGAGE,95000,Source Verified,1,debt_consolidation,553xx,MN,4.07,0,3,0,7878,1151.76
17600,17350, 60 months,0.135,404.89,C,C1,MORTGAGE,90000,Verified,1,debt_consolidation,062xx,CT,19.05,0,2,0,18022,10323.13
5100,5100, 36 months,0.079,159.59,A,A4,RENT,53000,Source Verified,0,other,902xx,CA,12.63,0,0,0,7860,5744.847208
6000,6000, 36 months,0.127,201.27,B,B5,MORTGAGE,77000,Verified,0,home_improvement,616xx,IL,22.78,0,2,0,32456,7133.972383
1400,1400, 36 months,0.135,47.51,C,C1,MORTGAGE,55000,Not Verified,0,credit_card,953xx,CA,11.56,0,1,0,3234,1710.035216
8000,8000, 36 months,0.16,281.1,C,C5,MORTGAGE,74500,Verified,0,debt_consolidation,274xx,NC,18.86,0,2,1,4464,9266.575893
7500,7500, 36 months,0.124,250.62,B,B4,MORTGAGE,40000,Verified,0,debt_consolidation,724xx,AR,9.66,0,2,0,2241,9022.081681
3175,3175, 36 months,0.06,96.64,A,A1,RENT,28800,Source Verified,0,medical,775xx,TX,15.46,0,0,0,7471,3474.282747
18000,18000, 36 months,0.079,563.23,A,A4,MORTGAGE,96720,Verified,0,debt_consolidation,750xx,TX,19.27,0,0,0,21668,20276.0603
10000,10000, 36 months,0.147,344.95,C,C3,RENT,99275,Source Verified,0,wedding,208xx,MD,11.25,0,1,0,7984,12417.83093
7000,7000, 36 months,0.079,219.04,A,A4,RENT,73000,Not Verified,0,debt_consolidation,100xx,NY,20.43,0,0,0,47349,7885.107215
20000,20000, 60 months,0.147,472.14,C,C3,MORTGAGE,50000,Verified,1,small_business,330xx,FL,18.14,0,1,0,14779,7584.94
20500,19950, 60 months,0.117,453.02,B,B3,MORTGAGE,85000,Verified,0,debt_consolidation,762xx,TX,4.01,0,0,0,14992,22902.98211
14800,14750, 60 months,0.173,369.98,D,D3,MORTGAGE,39000,Source Verified,0,debt_consolidation,721xx,AR,14.4,0,2,0,16766,20315.75716
30000,29997.05981, 60 months,0.135,690.15,C,C1,MORTGAGE,135000,Verified,1,small_business,224xx,VA,7.8,0,1,0,19617,28376.87
3000,3000, 36 months,0.06,91.31,A,A1,MORTGAGE,66000,Not Verified,0,car,760xx,TX,1.18,0,0,0,276,3287.026081
5800,5800, 60 months,0.173,144.99,D,D3,MORTGAGE,51000,Verified,0,other,945xx,CA,23.25,0,2,0,5725,8100.806271
4000,3750, 36 months,0.107,130.3,B,B2,MORTGAGE,52500,Source Verified,0,car,953xx,CA,12.27,0,0,0,21317,4690.49936
6000,6000, 36 months,0.127,201.27,B,B5,MORTGAGE,40000,Not Verified,0,debt_consolidation,145xx,NY,5.61,0,1,1,6830,6615.192791
32275,30819.63653, 60 months,0.117,713.22,B,B3,RENT,77000,Verified,0,debt_consolidation,074xx,NJ,18.12,0,0,0,32345,42799.54262
35000,35000, 36 months,0.183,1269.73,D,D5,RENT,162000,Verified,1,debt_consolidation,917xx,CA,19.81,0,1,0,86994,28924.14
7800,7650, 60 months,0.099,165.39,B,B1,MORTGAGE,50004,Verified,0,debt_consolidation,850xx,AZ,10.97,0,0,0,8846,9926.919998
6000,6000, 36 months,0.089,190.52,A,A5,OWN,27600,Source Verified,0,debt_consolidation,310xx,GA,21.83,0,0,0,7135,6716.137464
6300,6300, 36 months,0.147,217.32,C,C3,MORTGAGE,60000,Not Verified,1,car,336xx,FL,3.66,0,1,0,4824,5556.3
18000,17925, 60 months,0.117,397.77,B,B3,MORTGAGE,60000,Not Verified,1,debt_consolidation,442xx,OH,16.2,0,2,0,6613,12114.84
5000,5000, 36 months,0.089,158.77,A,A5,RENT,36400,Not Verified,0,debt_consolidation,802xx,CO,15.99,0,2,0,6681,5652.915474
16000,16000, 36 months,0.124,534.65,B,B4,OWN,72000,Source Verified,1,debt_consolidation,770xx,TX,11.08,1,0,0,9620,6967.95
5000,5000, 36 months,0.089,158.77,A,A5,RENT,24000,Source Verified,0,moving,082xx,NJ,9.8,0,1,0,1516,5108.819651
12000,12000, 36 months,0.19,440.06,E,E2,RENT,62200,Source Verified,0,debt_consolidation,070xx,NJ,12.39,0,1,0,3385,15545.3097
12000,12000, 60 months,0.089,248.52,A,A5,RENT,50000,Source Verified,1,small_business,100xx,NY,3.89,0,0,0,201,9262.73
30000,28428.2217, 60 months,0.099,636.09,B,B1,MORTGAGE,76800,Verified,0,home_improvement,845xx,UT,27.53,0,0,0,23487,37036.36998
1300,1300, 36 months,0.079,40.68,A,A4,RENT,41000,Not Verified,0,debt_consolidation,021xx,MA,9.72,0,0,0,6474,1464.37194
16000,16000, 36 months,0.06,486.97,A,A1,MORTGAGE,84000,Verified,0,credit_card,152xx,PA,16.73,0,1,0,15053,17530.86166
11250,11250, 36 months,0.176,404.35,D,D4,MORTGAGE,96000,Verified,0,debt_consolidation,216xx,MD,21.95,0,1,0,61430,13683.06449
7000,7000, 36 months,0.176,251.6,D,D4,RENT,52800,Not Verified,0,debt_consolidation,752xx,TX,19.05,0,2,0,8926,9057.335327
5000,5000, 36 months,0.075,155.56,A,A3,MORTGAGE,52000,Not Verified,0,debt_consolidation,805xx,CO,9.53,0,1,0,1825,5599.9208
8000,8000, 36 months,0.079,250.33,A,A4,RENT,64000,Verified,0,debt_consolidation,112xx,NY,9.54,0,1,0,3115,9011.557494
12000,12000, 36 months,0.089,381.04,A,A5,RENT,38400,Source Verified,0,debt_consolidation,080xx,NJ,12.56,0,0,0,13508,13566.64886
4000,4000, 36 months,0.06,121.75,A,A1,RENT,48000,Not Verified,0,debt_consolidation,484xx,MI,11.2,0,0,0,1998,4382.690262
7000,6750, 36 months,0.099,225.58,B,B1,MORTGAGE,130000,Verified,0,debt_consolidation,752xx,TX,17.22,0,0,0,71123,8120.656545
7600,7600, 36 months,0.06,231.32,A,A1,MORTGAGE,70920,Not Verified,0,debt_consolidation,752xx,TX,3.76,0,0,0,11920,8252.421939
20000,19975, 60 months,0.173,499.96,D,D3,MORTGAGE,93000,Source Verified,0,home_improvement,983xx,WA,12.76,1,2,0,3512,28990.24
10000,10000, 36 months,0.117,330.76,B,B3,RENT,48132,Source Verified,0,debt_consolidation,662xx,KS,17.8,0,0,0,3107,11904.15097
8000,8000, 36 months,0.066,245.63,A,A2,OWN,42000,Not Verified,0,medical,334xx,FL,26.14,0,0,0,13660,8842.64877
12000,11800, 60 months,0.124,269.49,B,B4,MORTGAGE,60000,Verified,0,debt_consolidation,454xx,OH,23.68,0,1,0,20725,14704.55929
16500,16400, 60 months,0.117,364.62,B,B3,MORTGAGE,33000,Verified,1,small_business,454xx,OH,12.07,0,1,0,2316,2007.05
4475,4475, 36 months,0.107,145.77,B,B2,OWN,15000,Source Verified,0,credit_card,608xx,IL,13.6,0,0,0,2806,5262.526095
5750,5750, 36 months,0.089,182.59,A,A5,RENT,17000,Source Verified,0,debt_consolidation,926xx,CA,11.58,0,0,0,7922,6587.878141
14600,14600, 60 months,0.199,386.08,E,E4,RENT,75000,Verified,0,debt_consolidation,980xx,WA,3.98,1,0,0,8475,19036.8071
11200,11025, 60 months,0.221,309.72,F,F4,RENT,75000,Verified,0,other,111xx,NY,22.9,0,0,0,12249,18315.30005
4900,4900, 36 months,0.06,149.14,A,A1,MORTGAGE,77000,Not Verified,0,credit_card,805xx,CO,4.82,0,1,0,27838,5052.042015
10000,10000, 36 months,0.075,311.11,A,A3,MORTGAGE,127500,Not Verified,0,home_improvement,944xx,CA,5.04,0,3,0,964,10183.30792
16000,16000, 36 months,0.06,486.97,A,A1,RENT,143000,Source Verified,0,wedding,108xx,NY,13.93,0,1,0,8470,17506.63636
25200,24997.2527, 60 months,0.16,612.28,C,C5,MORTGAGE,68400,Verified,0,home_improvement,401xx,KY,0.02,0,5,0,33,28379.72313
18650,18650, 60 months,0.217,511.6,F,F3,RENT,90000,Source Verified,1,small_business,967xx,HI,14.19,0,2,0,13789,3683.94
12000,12000, 36 months,0.117,396.92,B,B3,MORTGAGE,64000,Verified,0,debt_consolidation,973xx,OR,22.24,0,0,0,23404,14288.77
3600,3600, 36 months,0.127,120.77,B,B5,MORTGAGE,90000,Not Verified,0,other,331xx,FL,8.92,0,2,0,5720,3638.26
15600,15350, 60 months,0.176,392.59,D,D4,OWN,48000,Verified,0,major_purchase,770xx,TX,21.98,0,1,0,4709,23495.12999
15000,15000, 36 months,0.117,496.14,B,B3,RENT,60000,Not Verified,0,credit_card,018xx,MA,13.24,0,0,0,15930,17311.14567
19200,19200, 36 months,0.147,662.29,C,C3,MORTGAGE,88900,Verified,0,debt_consolidation,605xx,IL,12.63,1,1,0,15713,19434.55
9600,9600, 36 months,0.147,331.15,C,C3,RENT,60000,Source Verified,0,debt_consolidation,926xx,CA,8.24,0,1,0,6725,11921.19
13200,13200, 36 months,0.075,410.67,A,A3,MORTGAGE,83625,Not Verified,0,credit_card,926xx,CA,4.09,0,0,0,12823,14260.60027
16000,16000, 36 months,0.075,497.78,A,A3,OWN,50000,Source Verified,0,home_improvement,362xx,AL,15.46,0,0,0,9064,16563.17212
12000,12000, 36 months,0.066,368.45,A,A2,RENT,60000,Not Verified,1,debt_consolidation,941xx,CA,8.86,0,1,0,10170,5528.56
12000,11875, 60 months,0.168,296.75,D,D2,MORTGAGE,93000,Verified,1,debt_consolidation,601xx,IL,19.81,0,2,0,77839,3198.91
4000,4000, 36 months,0.143,137.24,C,C2,MORTGAGE,75000,Source Verified,0,car,773xx,TX,1.84,1,1,1,5311,4610.707317
5000,5000, 36 months,0.079,156.46,A,A4,RENT,40000,Not Verified,1,debt_consolidation,917xx,CA,19.08,0,0,0,6566,3903.76
30000,29575, 60 months,0.231,847.96,G,G2,RENT,102500,Verified,1,debt_consolidation,902xx,CA,22.57,0,0,0,35174,7815.43
35000,35000, 36 months,0.186,1276.6,E,E1,MORTGAGE,146000,Verified,0,debt_consolidation,920xx,CA,14.91,0,1,0,28604,45279.1289
5000,5000, 36 months,0.066,153.52,A,A2,MORTGAGE,46000,Not Verified,0,debt_consolidation,480xx,MI,11.95,0,0,0,8767,5526.66
